batch_id,temperature_c,pressure_bar,mixing_time_min,mixing_speed_rpm,humidity_pct,ph_level,particle_size_um,active_ingredient_pct,moisture_content_pct,granulation_time_min,drying_temp_c,coating_thickness_um,tablet_hardness_n,dissolution_rate_pct,operator_experience_yr,shift,equipment_age_yr,raw_material_grade,batch_failed
BATCH-02493,66.48,2.232,65.8,120,48.9,7.58,196.8,95.167,1.707,31.3,64.6,152.9,67.5,77.24,17.0,1,1.6,0,1
BATCH-02494,77.34,2.756,49.3,94,35.7,7.56,211.2,96.395,2.064,22.2,56.3,178.9,72.1,96.49,0.6,0,5.0,1,0
BATCH-02495,81.05,3.468,32.2,107,32.9,6.77,210.6,99.192,2.894,23.6,49.6,131.2,65.0,73.35,0.6,2,1.1,1,1
BATCH-02496,81.49,2.908,43.7,107,57.4,6.51,142.8,100.916,2.037,32.9,63.9,112.4,81.8,85.48,0.5,2,0.9,1,1
BATCH-02497,74.67,2.476,38.5,173,52.3,6.4,251.5,98.551,3.158,25.8,56.5,154.2,84.5,67.27,1.9,0,4.9,1,0
BATCH-02498,73.19,2.408,23.1,51,45.7,6.66,204.8,99.655,2.673,37.2,61.7,159.5,83.0,67.76,2.5,0,8.5,0,1
BATCH-02499,69.74,2.322,61.0,116,61.7,6.54,191.9,97.766,2.849,42.6,47.5,152.3,79.8,78.29,0.5,1,0.5,1,0
BATCH-02500,71.23,3.09,52.0,163,42.3,7.13,217.2,97.87,3.493,32.7,62.3,150.5,82.0,79.41,4.0,0,2.4,0,0
BATCH-02501,60.59,2.186,50.3,123,58.2,7.05,209.5,99.636,2.756,30.8,62.5,123.3,106.0,96.73,4.4,0,3.7,1,0
BATCH-02502,58.45,2.523,46.7,139,46.8,7.16,230.7,100.494,3.731,16.6,57.0,146.5,89.3,84.68,7.0,0,4.5,0,0
BATCH-02503,64.97,2.526,31.2,122,34.8,7.56,221.5,99.952,3.229,36.0,49.4,141.3,93.8,95.34,18.6,2,15.0,0,0
BATCH-02504,63.64,2.249,40.2,103,63.5,7.92,228.7,96.4,2.081,20.9,54.7,176.8,82.9,81.96,4.8,2,4.6,1,0
BATCH-02505,61.37,1.814,53.4,64,54.9,6.87,254.0,97.9,3.535,26.7,59.3,159.5,55.8,89.85,0.6,0,3.9,0,0
BATCH-02506,70.57,2.661,34.5,125,43.8,7.46,235.3,98.416,2.711,37.7,56.6,143.1,52.8,79.2,0.5,2,15.0,1,1
BATCH-02507,72.64,2.469,19.7,101,52.3,6.59,193.6,97.61,2.184,38.2,59.2,193.1,111.2,78.65,7.5,1,0.5,1,0
BATCH-02508,65.71,2.75,42.7,100,41.0,7.51,155.1,98.582,2.723,26.3,62.1,143.3,72.0,70.43,5.3,0,0.5,0,0
BATCH-02509,76.82,2.233,43.6,108,53.3,7.44,266.7,99.231,3.39,26.7,50.5,163.9,70.7,87.69,0.9,2,3.3,0,0
BATCH-02510,55.87,3.11,46.4,164,21.1,7.41,190.5,99.504,2.864,24.4,46.9,145.8,83.7,87.1,1.5,1,1.8,0,0
BATCH-02511,63.45,2.062,52.3,180,34.8,6.86,181.1,100.529,3.958,20.4,54.7,190.8,88.3,91.22,6.9,2,0.5,1,0
BATCH-02512,59.27,3.356,51.4,125,54.8,6.4,130.5,97.506,3.369,24.9,52.7,152.2,90.2,86.72,4.2,0,1.5,1,0
BATCH-02513,50.07,1.626,47.6,108,42.5,5.96,213.5,95.954,2.919,17.1,60.5,152.9,106.6,100.0,4.4,1,4.5,1,0
BATCH-02514,64.34,2.717,57.0,91,47.1,6.78,206.0,98.537,1.679,35.5,47.5,146.5,102.5,86.41,1.2,0,8.5,1,0
BATCH-02515,64.03,2.738,29.8,132,31.5,7.72,139.4,100.826,2.356,33.2,62.1,154.9,67.8,92.93,5.0,0,0.5,0,0
BATCH-02516,77.11,2.102,50.0,165,63.5,6.61,218.1,97.285,2.557,34.5,64.5,180.0,94.5,82.41,7.4,1,3.1,0,0
BATCH-02517,70.05,2.712,51.3,114,56.9,7.27,180.1,99.03,3.057,22.4,55.0,171.1,74.2,77.73,10.8,2,1.4,0,0
BATCH-02518,56.81,3.14,32.6,61,43.0,7.31,307.6,99.044,3.01,20.4,55.4,150.7,77.9,90.74,6.7,1,4.4,0,0
BATCH-02519,79.83,1.392,30.0,137,41.0,6.63,177.2,98.287,2.636,30.4,49.6,192.5,63.6,84.29,4.3,0,3.2,0,0
BATCH-02520,74.77,2.751,37.5,145,55.3,7.59,182.6,98.01,2.596,30.5,51.2,171.8,54.6,91.66,5.6,0,10.5,0,1
BATCH-02521,69.66,1.253,38.4,80,64.8,5.05,165.0,96.615,3.076,28.8,52.1,139.0,79.5,87.82,3.3,2,0.5,1,0
BATCH-02522,63.19,2.017,52.5,124,54.5,6.07,251.1,94.578,1.813,27.7,65.1,115.5,65.7,78.66,1.3,0,2.5,0,0
BATCH-02523,57.32,3.315,38.9,131,66.7,6.25,185.1,96.332,3.856,43.7,54.5,139.6,93.9,93.59,10.7,0,0.9,0,0
BATCH-02524,62.02,2.209,36.4,118,35.8,6.31,171.0,97.415,0.862,33.4,45.7,160.3,75.8,78.03,3.8,2,3.1,0,0
BATCH-02525,73.71,1.913,38.9,100,36.8,7.0,228.3,99.646,3.664,45.8,56.8,164.9,84.6,90.0,4.5,2,7.7,1,0
BATCH-02526,80.08,2.401,56.2,145,33.1,6.97,144.8,97.845,2.464,40.2,60.8,184.0,100.5,95.25,20.0,1,9.7,0,0
BATCH-02527,77.35,3.534,45.1,110,49.4,7.04,225.0,97.221,3.302,43.6,54.8,122.6,57.7,81.92,20.0,0,2.0,0,0
BATCH-02528,61.09,1.584,43.2,83,46.8,7.16,271.3,96.664,2.791,21.4,65.3,139.0,69.1,94.25,4.4,0,6.7,1,0
BATCH-02529,56.04,1.974,43.9,69,43.5,6.23,222.7,98.985,2.777,34.7,60.4,120.6,82.7,88.18,0.5,1,1.3,0,0
BATCH-02530,66.13,3.249,57.9,152,53.1,6.07,225.5,100.038,2.943,26.5,47.7,116.5,84.7,91.82,2.5,2,0.5,0,0
BATCH-02531,50.85,3.429,37.5,135,57.3,7.04,234.8,99.595,3.147,16.7,51.1,134.3,96.6,78.31,13.8,2,7.7,1,0
BATCH-02532,67.59,2.448,58.2,122,29.7,6.42,268.4,98.909,2.237,42.0,56.6,159.2,93.0,86.71,1.7,1,0.5,0,0
BATCH-02533,63.82,1.88,47.1,109,39.0,5.86,248.4,95.787,3.328,27.7,43.3,169.3,81.5,73.74,20.0,2,0.5,0,0
BATCH-02534,61.27,3.548,43.4,107,53.2,7.38,217.6,97.472,1.632,21.6,57.4,126.3,84.6,98.69,0.5,0,1.7,0,0
BATCH-02535,52.24,3.297,70.0,93,40.3,7.64,236.2,100.921,2.496,26.7,42.7,129.8,85.0,68.89,4.2,0,1.9,0,0
BATCH-02536,69.11,2.839,34.4,109,37.0,7.73,164.6,99.683,3.169,23.6,62.2,105.5,58.0,82.16,3.6,0,0.5,0,0
BATCH-02537,60.74,2.094,41.5,67,55.2,6.91,231.1,95.694,3.296,24.5,61.4,155.4,77.7,77.55,1.5,2,6.7,0,1
BATCH-02538,55.64,2.475,32.7,102,32.1,7.18,159.8,97.917,2.869,28.2,58.5,131.7,83.7,90.4,14.8,0,2.1,1,0
BATCH-02539,42.02,2.42,54.5,112,42.0,7.62,185.3,98.545,2.185,43.8,50.3,191.6,86.9,100.0,4.8,0,2.7,0,0
BATCH-02540,64.78,2.665,61.9,135,48.3,6.42,80.0,96.857,3.217,24.7,56.2,160.2,66.1,90.24,1.3,2,1.2,0,0
BATCH-02541,79.18,3.226,61.7,119,39.3,7.47,216.1,94.536,1.965,43.3,51.4,145.7,61.0,100.0,2.4,0,2.9,0,0
BATCH-02542,78.29,2.94,57.2,140,52.8,6.97,174.2,98.148,3.901,36.8,47.8,134.0,76.5,73.98,6.4,0,5.8,1,1
BATCH-02543,61.34,1.961,43.0,154,39.3,7.35,244.4,96.818,2.432,33.2,52.6,112.6,109.5,74.59,1.8,1,9.5,1,0
BATCH-02544,60.18,3.188,41.3,146,59.1,6.91,215.6,96.824,1.268,36.0,59.9,115.8,67.7,77.86,10.6,1,14.1,0,0
BATCH-02545,68.75,2.657,28.3,132,43.7,7.58,245.0,97.468,1.544,30.1,55.3,134.4,97.6,85.97,0.9,0,2.2,0,0
BATCH-02546,57.01,2.844,65.4,120,51.7,6.93,156.7,97.799,2.535,40.3,65.2,132.5,103.8,76.78,1.5,2,15.0,0,0
BATCH-02547,67.41,3.233,49.7,95,52.5,5.91,241.5,97.986,2.612,34.5,60.4,125.0,80.7,78.99,0.8,0,1.4,0,0
BATCH-02548,71.13,1.944,40.1,138,38.7,7.67,284.2,96.674,4.076,16.7,59.6,159.4,69.8,89.96,0.6,2,0.5,0,1
BATCH-02549,74.82,2.482,58.3,162,24.5,6.23,230.6,97.67,1.669,32.4,43.7,162.9,87.7,75.09,1.8,1,5.8,0,0
BATCH-02550,64.2,2.234,35.3,129,48.6,7.55,231.6,95.364,2.532,36.3,53.0,138.5,82.9,75.93,20.0,0,0.8,0,0
BATCH-02551,63.37,1.716,49.1,168,45.7,6.75,206.8,98.467,1.652,27.7,47.5,198.4,67.1,81.81,0.5,2,0.5,0,0
BATCH-02552,57.98,2.673,43.3,82,50.6,7.51,179.0,93.716,2.106,31.0,53.7,106.3,70.1,82.56,1.2,0,10.3,0,1
BATCH-02553,58.38,3.756,51.4,91,42.7,7.48,230.4,97.566,3.847,25.1,50.1,151.5,86.8,93.08,1.6,0,6.3,0,1
BATCH-02554,63.19,1.58,44.4,141,40.7,7.06,139.8,99.379,1.591,19.0,52.4,144.5,94.0,77.79,4.8,2,0.5,0,0
BATCH-02555,67.94,2.484,30.5,127,65.1,7.11,183.3,96.411,2.97,17.6,62.4,136.2,75.2,79.24,6.8,0,6.0,1,0
BATCH-02556,72.31,2.82,45.8,153,30.3,7.05,129.2,99.075,2.814,17.7,58.3,132.6,79.0,89.65,7.0,0,7.4,1,0
BATCH-02557,58.57,2.562,55.5,120,52.3,5.59,171.9,99.734,2.481,35.4,62.0,149.8,90.0,91.41,0.5,0,9.4,1,0
BATCH-02558,76.94,2.443,44.7,98,39.3,6.87,225.7,93.038,2.916,10.1,43.8,144.4,77.4,96.43,5.3,0,3.1,0,0
BATCH-02559,62.83,1.85,52.8,115,41.6,6.13,220.2,97.773,1.572,24.7,55.4,140.2,75.5,88.75,5.0,2,4.9,0,0
BATCH-02560,64.83,2.616,34.5,82,41.8,6.9,202.0,93.686,3.825,23.9,61.8,117.5,68.7,86.04,3.6,2,5.7,1,1
BATCH-02561,59.02,2.122,44.7,92,37.0,6.11,206.8,97.823,4.04,27.7,65.5,109.5,68.4,89.6,2.4,0,4.7,0,0
BATCH-02562,45.61,1.405,38.8,144,50.7,6.09,124.6,97.989,2.538,15.1,44.2,142.8,120.0,82.86,8.0,0,4.2,0,0
BATCH-02563,72.07,3.097,52.5,142,58.9,7.76,185.1,94.276,4.438,33.2,52.5,139.9,77.1,82.8,2.1,1,3.2,0,0
BATCH-02564,70.89,2.979,45.3,129,49.7,7.44,172.7,100.887,2.181,19.8,62.2,145.1,100.5,70.81,1.3,0,2.6,0,0
BATCH-02565,62.75,2.526,51.9,77,46.0,6.8,173.6,98.429,2.82,39.1,53.7,147.3,105.3,92.15,1.9,0,15.0,1,1
BATCH-02566,65.54,2.615,55.9,111,35.1,6.91,224.0,96.726,3.646,25.0,48.6,136.9,77.2,86.69,2.9,0,1.6,1,0
BATCH-02567,69.13,3.037,51.9,89,50.2,6.65,165.6,100.198,2.133,29.2,44.2,144.7,85.5,91.22,1.2,0,0.5,1,0
BATCH-02568,52.5,2.612,47.7,149,66.6,7.14,175.8,95.307,1.395,30.0,48.4,128.7,81.5,62.47,4.7,1,5.8,1,1
BATCH-02569,60.77,2.952,35.0,105,41.2,6.39,116.5,96.156,1.211,32.0,43.2,188.1,55.8,84.62,10.8,2,1.0,0,1
BATCH-02570,71.35,2.351,45.0,93,41.2,7.4,188.2,94.551,4.149,30.3,55.4,130.0,56.7,78.15,4.5,1,3.0,0,0
BATCH-02571,54.97,3.156,39.7,121,39.4,6.65,156.5,100.702,2.077,26.6,61.3,140.7,80.7,97.01,3.0,1,0.5,0,0
BATCH-02572,67.35,2.66,41.6,104,40.1,6.55,203.2,98.499,2.351,32.7,46.2,131.9,73.6,89.91,8.0,0,3.9,0,0
BATCH-02573,54.15,2.597,41.3,157,20.0,6.81,162.0,98.989,1.61,33.7,56.8,131.5,108.4,86.87,6.9,2,11.5,0,0
BATCH-02574,68.73,1.865,35.2,102,49.1,6.45,204.2,98.452,3.259,23.9,60.9,150.6,76.5,81.54,2.3,2,5.1,0,1
BATCH-02575,64.71,2.643,25.4,85,36.5,7.0,194.2,98.861,1.875,33.4,55.0,147.4,109.3,88.18,4.6,2,1.0,0,0
BATCH-02576,52.08,2.084,38.3,66,28.9,6.48,266.9,98.117,2.107,39.5,43.7,138.5,72.9,77.57,6.5,0,14.2,1,0
BATCH-02577,74.32,2.181,46.9,119,52.5,7.08,219.9,98.406,2.74,35.6,57.7,142.9,108.7,84.2,1.4,1,1.5,0,0
BATCH-02578,59.12,2.092,31.5,106,34.2,7.53,126.4,98.161,1.649,37.5,54.6,132.0,87.6,80.37,2.3,1,2.3,0,0
BATCH-02579,58.52,1.967,45.2,84,41.6,6.37,149.4,97.087,2.357,31.4,53.9,160.0,88.4,100.0,0.6,0,2.8,0,0
BATCH-02580,66.6,3.562,64.0,150,59.7,6.72,202.2,97.93,3.622,22.5,51.2,201.4,72.3,96.76,20.0,2,15.0,1,1
BATCH-02581,74.19,3.166,55.2,137,30.9,7.08,162.8,98.41,2.843,23.5,55.6,128.1,88.7,93.5,0.5,0,0.5,1,0
BATCH-02582,56.87,3.46,61.4,119,29.7,6.54,81.3,98.166,2.604,32.6,58.6,159.8,105.4,73.08,0.9,0,4.8,0,1
BATCH-02583,65.49,1.889,48.9,154,47.7,7.08,254.0,95.783,2.672,37.5,71.7,151.1,77.8,91.91,3.3,0,1.8,1,0
BATCH-02584,68.43,2.536,56.7,137,56.5,7.13,228.8,95.983,2.189,52.3,55.8,166.7,74.9,86.5,10.0,0,0.5,0,0
BATCH-02585,70.54,1.853,37.8,99,29.3,7.45,220.8,99.624,4.097,37.9,65.6,167.4,76.3,94.79,2.2,2,10.9,1,0
BATCH-02586,66.41,2.152,38.6,94,49.1,6.44,175.7,97.54,1.85,20.6,57.5,155.1,104.3,87.58,7.3,0,3.6,0,0
BATCH-02587,62.06,2.041,17.6,140,50.8,6.23,217.1,98.877,2.669,23.9,54.3,149.0,92.8,84.95,5.6,0,5.6,0,0
BATCH-02588,58.38,3.12,56.9,130,24.4,6.62,171.8,96.362,2.592,48.2,56.0,139.1,101.7,86.87,5.1,1,1.1,0,0
BATCH-02589,65.69,2.302,60.4,124,53.0,6.22,208.2,95.79,3.307,28.3,46.4,130.9,84.7,70.55,9.3,0,5.7,0,0
BATCH-02590,56.42,3.034,39.5,99,53.8,7.14,163.2,96.735,3.383,30.4,57.1,147.6,80.6,78.86,0.5,1,7.1,1,0
BATCH-02591,41.63,2.802,42.5,135,41.9,6.1,260.7,97.666,2.474,22.3,41.1,117.9,86.4,87.99,13.2,1,2.3,1,0
BATCH-02592,68.49,3.652,37.5,101,57.5,8.2,137.2,97.002,2.733,42.5,49.0,135.2,96.1,94.12,8.8,0,3.4,0,0
BATCH-02593,72.23,1.76,48.8,117,56.4,7.58,249.3,99.941,2.763,34.0,55.8,177.7,76.3,80.6,13.9,2,14.3,0,0
BATCH-02594,46.1,3.13,56.2,156,46.0,6.81,201.6,98.269,0.682,23.8,63.4,152.5,100.5,84.67,7.9,1,7.5,0,1
BATCH-02595,56.92,3.073,27.6,103,40.5,7.32,180.4,100.773,1.229,22.0,65.0,172.3,85.5,72.19,10.5,1,2.4,0,0
BATCH-02596,69.95,2.013,49.1,81,35.3,5.82,206.7,98.607,2.016,32.5,53.3,186.7,43.9,96.67,1.1,2,4.4,1,0
BATCH-02597,81.46,3.004,42.2,94,44.6,8.31,229.3,94.381,2.051,30.4,56.1,145.6,93.3,93.91,1.9,1,6.1,0,1
BATCH-02598,65.17,2.668,46.1,145,50.7,6.45,254.7,99.584,1.541,36.7,61.9,155.2,60.9,90.22,1.9,0,0.5,0,0
BATCH-02599,59.18,2.386,49.6,126,41.8,6.73,212.5,95.736,3.1,34.4,45.7,142.5,92.9,88.25,0.6,0,3.6,1,0
BATCH-02600,63.54,2.088,43.1,117,23.0,5.69,164.4,98.346,2.502,27.9,57.8,129.7,93.5,97.42,6.5,1,15.0,0,0
BATCH-02601,76.0,2.14,44.0,107,57.7,7.09,202.2,96.838,2.328,25.6,49.2,126.2,84.9,78.56,0.7,2,11.8,0,0
BATCH-02602,59.83,3.525,42.9,132,46.9,6.14,272.7,101.214,1.495,28.7,53.8,171.1,88.2,77.69,0.5,0,7.1,0,0
BATCH-02603,58.61,2.5,54.7,99,41.2,6.86,253.9,100.159,2.464,25.6,51.8,155.2,96.5,93.49,7.5,0,0.5,0,0
BATCH-02604,61.14,2.891,49.2,128,53.6,6.47,236.4,96.887,0.5,29.0,58.0,196.2,72.6,92.95,11.8,1,15.0,0,0
BATCH-02605,57.37,2.105,47.2,102,60.2,6.15,231.8,97.809,2.37,30.1,58.9,174.3,91.9,75.45,7.2,1,3.8,0,0
BATCH-02606,65.98,2.11,32.3,98,20.0,6.32,228.0,98.367,2.551,22.8,61.2,131.7,97.4,80.75,8.7,0,1.0,1,0
BATCH-02607,78.0,3.041,41.2,104,49.3,6.94,246.4,99.295,2.694,35.0,57.4,171.0,106.4,98.51,4.5,2,4.5,1,1
BATCH-02608,67.58,1.825,54.0,111,30.7,6.03,181.7,98.044,1.249,27.0,56.2,142.4,63.4,88.29,10.9,2,7.8,1,0
BATCH-02609,62.98,2.292,45.4,119,50.0,6.35,145.8,96.463,2.68,23.3,68.0,180.4,86.1,91.3,3.4,1,0.5,1,0
BATCH-02610,62.67,2.517,51.6,126,46.3,7.2,202.8,96.924,1.667,27.2,44.3,137.8,65.6,75.73,20.0,0,9.9,0,0
BATCH-02611,52.49,2.556,62.7,50,51.4,8.36,167.3,97.993,1.85,31.9,66.9,123.7,64.9,90.25,0.5,1,10.1,0,0
BATCH-02612,72.06,2.41,55.4,100,40.0,7.09,157.8,99.852,3.074,30.7,53.0,130.1,85.4,73.64,8.3,0,0.5,1,0
BATCH-02613,64.38,2.698,45.9,110,26.3,6.25,171.2,98.642,4.111,33.4,59.0,131.4,81.2,69.16,5.1,1,9.2,0,0
BATCH-02614,63.56,2.846,39.9,158,40.5,6.58,299.4,96.84,2.541,37.2,52.7,129.0,97.2,90.81,4.3,0,11.7,0,0
BATCH-02615,90.54,2.867,19.5,93,49.1,6.82,205.4,98.973,1.846,40.4,50.1,135.7,74.8,96.48,6.5,1,0.5,0,1
BATCH-02616,67.39,2.007,43.3,124,55.2,6.59,214.5,97.42,2.651,32.3,58.4,171.4,78.0,82.97,9.2,0,1.4,1,0
BATCH-02617,58.99,2.358,41.7,157,33.3,7.34,151.1,99.336,3.251,21.4,62.3,194.9,83.2,80.63,9.9,2,1.9,0,0
BATCH-02618,61.59,3.097,48.9,87,55.3,6.93,126.2,101.791,2.997,27.8,58.3,116.7,67.1,98.69,1.0,1,1.7,0,1
BATCH-02619,74.19,2.947,43.5,130,38.5,7.34,167.2,97.462,4.694,22.0,51.2,181.6,69.2,83.44,1.1,2,5.7,0,1
BATCH-02620,65.91,1.814,41.8,100,48.6,6.61,257.5,99.202,1.928,43.6,80.0,138.1,96.7,84.47,0.5,0,1.8,1,0
BATCH-02621,53.49,2.676,27.2,107,39.9,7.6,213.4,96.882,2.702,45.9,63.4,158.7,71.8,98.55,0.7,0,12.5,0,1
BATCH-02622,72.35,1.511,35.6,100,46.8,6.7,223.9,97.832,3.739,35.2,61.5,108.6,97.7,82.17,1.5,0,15.0,0,1
BATCH-02623,59.65,2.523,49.8,102,53.9,6.22,229.5,98.044,3.689,36.9,52.5,163.1,89.1,79.77,6.4,0,1.5,1,0
BATCH-02624,79.99,3.449,62.2,188,32.7,8.11,176.3,97.709,0.94,32.0,50.6,99.9,56.8,91.52,3.2,0,2.8,1,0
BATCH-02625,73.64,2.026,44.0,141,38.2,5.71,255.5,101.695,2.497,32.9,53.0,157.8,88.0,79.31,7.1,1,3.3,0,0
BATCH-02626,61.42,2.083,48.3,148,46.8,6.36,174.7,97.54,3.688,17.2,62.6,156.4,87.8,83.84,3.3,1,3.5,0,0
BATCH-02627,75.25,2.882,54.5,132,69.0,6.42,256.2,98.88,4.813,29.4,48.1,154.8,86.3,74.45,4.1,0,1.9,0,0
BATCH-02628,65.54,1.729,36.9,80,36.4,8.3,217.7,95.105,3.063,23.0,47.5,131.6,77.9,86.48,0.6,0,0.7,1,0
BATCH-02629,71.82,2.184,48.7,130,65.4,7.88,128.4,98.648,2.206,32.3,58.8,163.7,65.9,85.54,7.5,1,0.5,0,1
BATCH-02630,68.88,2.798,37.6,147,65.0,7.7,170.1,99.713,1.693,29.5,57.2,159.8,100.2,92.74,7.1,0,0.5,0,0
BATCH-02631,58.23,2.183,53.6,99,44.0,6.6,128.6,97.209,4.275,45.6,49.6,144.8,78.5,91.86,1.8,2,9.3,0,1
BATCH-02632,59.85,2.382,46.5,144,42.0,8.26,246.5,94.235,3.083,37.3,47.4,166.8,66.7,89.41,2.0,0,1.3,1,0
BATCH-02633,73.24,2.872,48.0,138,38.1,7.02,199.0,97.942,1.822,32.3,65.1,147.6,86.9,88.15,1.2,0,0.5,1,0
BATCH-02634,62.32,2.711,37.2,166,44.3,7.39,110.9,98.026,2.337,27.9,57.5,163.2,68.9,84.41,8.4,0,3.9,0,0
BATCH-02635,61.77,2.633,52.1,110,30.9,6.91,215.0,99.086,2.748,43.4,45.5,146.9,65.8,89.88,6.9,0,0.5,0,0
BATCH-02636,57.36,2.33,65.8,93,44.2,6.77,178.5,101.016,2.935,29.8,45.9,155.4,74.4,76.1,4.7,2,0.5,1,1
BATCH-02637,68.39,2.685,34.9,111,60.0,6.65,140.6,97.43,1.78,32.7,52.5,164.4,70.0,66.21,1.4,0,3.9,1,0
BATCH-02638,81.5,2.438,41.6,156,38.9,6.67,267.1,96.716,2.009,30.3,60.1,140.1,66.3,94.3,0.9,1,3.6,1,1
BATCH-02639,56.46,2.729,47.3,74,42.6,7.17,204.3,96.25,1.178,26.8,59.2,119.2,92.1,90.39,0.5,0,0.5,1,0
BATCH-02640,65.19,2.252,52.9,68,28.0,7.02,188.3,98.297,3.332,30.3,62.9,156.9,78.3,83.98,0.5,1,2.5,0,1
BATCH-02641,76.3,2.409,39.4,122,48.7,6.78,184.0,98.719,2.227,14.3,44.6,179.7,98.8,93.6,1.0,2,2.3,0,1
BATCH-02642,64.36,2.005,16.7,109,47.6,7.71,139.5,97.182,2.873,17.6,56.6,157.5,67.2,79.15,0.5,2,3.2,1,0
BATCH-02643,68.62,2.482,58.6,120,45.6,5.02,147.8,99.168,3.638,32.8,65.0,158.0,54.1,79.36,4.1,0,5.4,0,0
BATCH-02644,56.5,2.094,52.6,144,42.8,7.11,251.4,98.698,2.676,42.5,64.3,148.9,82.2,78.25,2.2,2,1.3,0,0
BATCH-02645,68.43,1.943,27.6,106,42.1,7.23,181.0,98.065,2.41,32.8,57.5,168.5,107.8,89.54,2.9,0,2.3,0,0
BATCH-02646,63.5,2.629,38.9,73,50.0,7.49,200.9,96.646,2.655,24.2,71.4,145.4,88.0,72.34,4.5,0,6.3,1,0
BATCH-02647,72.89,2.606,60.7,171,44.7,6.76,118.2,97.277,2.551,18.5,59.3,138.7,128.2,78.86,5.4,1,10.2,0,0
BATCH-02648,74.5,2.891,59.5,95,48.1,6.92,147.3,94.355,3.497,36.3,62.3,177.6,85.0,87.32,5.2,2,8.9,0,0
BATCH-02649,85.72,2.284,54.4,94,47.1,7.39,224.4,98.354,2.749,25.5,55.3,136.7,83.5,75.37,1.5,0,2.6,1,0
BATCH-02650,69.64,2.704,43.2,148,56.2,7.69,215.1,98.04,2.064,35.1,49.5,172.2,47.7,79.72,8.3,1,2.9,1,0
BATCH-02651,67.61,2.775,45.8,110,51.8,6.62,270.1,98.283,3.338,33.1,48.9,177.6,86.4,67.31,12.5,0,3.0,1,1
BATCH-02652,66.56,2.722,43.7,118,46.9,6.96,253.7,98.756,3.484,33.8,56.3,164.2,82.5,89.85,1.9,0,8.1,0,0
BATCH-02653,62.17,2.087,56.3,132,60.2,7.81,190.8,98.579,1.429,30.3,53.5,118.8,73.9,79.5,0.5,2,7.3,0,1
BATCH-02654,67.71,2.575,36.2,147,49.2,5.53,218.9,97.834,3.726,33.1,42.6,150.7,77.9,76.21,11.5,1,1.5,0,0
BATCH-02655,62.64,2.682,36.9,112,58.0,6.39,187.3,98.073,2.792,29.0,47.8,145.0,79.0,74.64,12.9,0,0.7,1,0
BATCH-02656,66.35,2.504,55.1,158,51.1,7.68,282.2,95.894,2.727,24.9,52.8,137.6,77.3,81.65,0.5,1,1.9,0,0
BATCH-02657,75.54,1.457,44.6,67,26.6,7.46,246.0,97.124,3.305,22.3,60.1,153.6,111.3,72.36,0.5,1,1.4,1,0
BATCH-02658,56.95,2.58,58.8,139,58.0,7.11,206.8,98.076,2.046,10.9,54.9,169.2,74.4,100.0,8.5,1,12.0,0,0
BATCH-02659,74.12,3.606,38.3,99,46.4,6.53,208.0,96.896,3.263,28.6,54.5,138.5,82.5,65.92,1.8,0,1.2,0,1
BATCH-02660,75.54,2.32,44.5,154,44.5,6.27,257.8,99.29,2.199,42.2,48.1,145.7,73.9,81.4,12.3,0,0.8,0,1
BATCH-02661,64.06,2.136,35.8,124,47.8,6.45,223.2,97.012,1.32,35.8,55.2,144.0,91.8,85.86,1.2,2,9.2,1,1
BATCH-02662,48.03,2.687,45.1,103,41.6,7.73,262.3,98.324,1.702,31.8,64.2,179.1,82.7,78.8,9.9,1,0.5,1,0
BATCH-02663,60.14,2.656,30.2,137,47.3,6.42,112.3,98.175,2.954,24.1,56.1,143.6,75.8,86.7,0.5,1,1.2,1,0
BATCH-02664,75.38,3.096,40.1,142,39.1,6.86,218.4,99.119,1.744,38.0,44.4,119.1,51.1,78.6,1.5,1,2.3,0,1
BATCH-02665,64.82,1.871,30.6,136,57.7,6.35,179.4,99.351,3.788,29.0,46.2,110.7,83.6,97.24,18.1,0,3.6,1,0
BATCH-02666,57.01,2.866,51.9,94,43.9,7.31,270.3,99.041,3.451,42.6,59.1,159.1,75.4,76.05,1.3,1,1.6,1,0
BATCH-02667,60.96,2.795,52.2,108,41.2,6.48,261.9,94.841,3.567,22.2,53.4,131.0,79.1,66.19,0.7,0,2.7,0,1
BATCH-02668,71.72,2.429,27.7,120,35.8,6.74,201.3,99.791,2.6,24.0,54.5,166.7,62.3,74.61,9.7,0,0.9,1,0
BATCH-02669,69.37,2.669,58.3,119,47.7,5.79,261.4,100.291,2.706,23.2,50.7,116.7,101.5,88.09,0.6,0,3.4,0,0
BATCH-02670,63.09,3.015,70.0,139,46.9,5.83,271.3,97.277,1.545,18.1,58.5,136.5,92.9,84.06,0.5,1,2.1,1,0
BATCH-02671,62.07,2.936,45.5,70,48.9,6.8,203.0,98.355,3.297,22.5,52.9,116.7,101.5,91.02,2.0,0,7.6,1,0
BATCH-02672,61.87,1.928,38.6,128,34.7,6.0,298.9,96.664,2.804,30.8,53.7,160.9,97.2,89.01,5.0,0,2.1,0,0
BATCH-02673,57.62,2.91,73.2,113,29.0,8.06,198.7,95.077,2.954,24.3,49.0,166.2,88.9,79.91,6.2,0,2.3,0,0
BATCH-02674,77.92,2.468,31.8,99,51.3,5.56,191.4,96.892,3.851,10.0,61.5,158.5,62.9,81.09,10.7,0,3.6,0,0
